2021-06-27 21:06:988 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 14:06:436 INFO  HomePage :27 - Enter First Name[[ChromeDriver: chrome on WINDOWS (2867a4bb46b3ab67f95e00d3015c8012)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 14:06:579 INFO  HomePage :32 - Enter Last Name[[ChromeDriver: chrome on WINDOWS (2867a4bb46b3ab67f95e00d3015c8012)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 14:06:748 INFO  HomePage :37 - Enter post code[[ChromeDriver: chrome on WINDOWS (2867a4bb46b3ab67f95e00d3015c8012)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 14:06:785 INFO  HomePage :41 - Click On Add Customer button[[ChromeDriver: chrome on WINDOWS (2867a4bb46b3ab67f95e00d3015c8012)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/button[1]]
2021-06-28 14:06:87 INFO  HomePage :39 - Clicking on Bank Manager Login Button[[ChromeDriver: chrome on WINDOWS (2867a4bb46b3ab67f95e00d3015c8012)] -> xpath: //button[text()='Home']]
2021-06-28 14:06:205 INFO  HomePage :28 - Clicking on customer login button[[ChromeDriver: chrome on WINDOWS (2867a4bb46b3ab67f95e00d3015c8012)] -> xpath: //button[text()='Customer Login']]
2021-06-28 14:06:643 INFO  AddCustomerPage :34 - clicking on customer name[[ChromeDriver: chrome on WINDOWS (2867a4bb46b3ab67f95e00d3015c8012)] -> xpath: //option[text()='Jarul Mehta']][[ChromeDriver: chrome on WINDOWS (2867a4bb46b3ab67f95e00d3015c8012)] -> xpath: //select[@id = 'userSelect']]
2021-06-28 14:06:761 INFO  HomePage :34 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (2867a4bb46b3ab67f95e00d3015c8012)] -> xpath: //button[@class = 'btn btn-default']]
2021-06-28 14:06:939 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 14:06:253 INFO  HomePage :34 - Clicking on Bank Manager Login ButtonProxy element for: DefaultElementLocator 'By.xpath: //button[text()='Bank Manager Login']'
2021-06-28 14:06:401 INFO  HomePage :23 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (fa1ba8f56e48ea7f8d54f25292d3794a)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[1]/button[1]]
2021-06-28 14:06:900 INFO  HomePage :27 - Enter First Name[[ChromeDriver: chrome on WINDOWS (fa1ba8f56e48ea7f8d54f25292d3794a)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 14:06:36 INFO  HomePage :32 - Enter Last Name[[ChromeDriver: chrome on WINDOWS (fa1ba8f56e48ea7f8d54f25292d3794a)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 14:06:190 INFO  HomePage :37 - Enter post code[[ChromeDriver: chrome on WINDOWS (fa1ba8f56e48ea7f8d54f25292d3794a)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 14:06:226 INFO  HomePage :41 - Click On Add Customer button[[ChromeDriver: chrome on WINDOWS (fa1ba8f56e48ea7f8d54f25292d3794a)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/button[1]]
2021-06-28 14:06:549 INFO  HomePage :39 - Clicking on Bank Manager Login Button[[ChromeDriver: chrome on WINDOWS (fa1ba8f56e48ea7f8d54f25292d3794a)] -> xpath: //button[text()='Home']]
2021-06-28 14:06:703 INFO  HomePage :28 - Clicking on customer login button[[ChromeDriver: chrome on WINDOWS (fa1ba8f56e48ea7f8d54f25292d3794a)] -> xpath: //button[text()='Customer Login']]
2021-06-28 14:06:195 INFO  AddCustomerPage :34 - clicking on customer name[[ChromeDriver: chrome on WINDOWS (fa1ba8f56e48ea7f8d54f25292d3794a)] -> xpath: //option[text()='Jarul Mehta']][[ChromeDriver: chrome on WINDOWS (fa1ba8f56e48ea7f8d54f25292d3794a)] -> xpath: //select[@id = 'userSelect']]
2021-06-28 14:06:335 INFO  HomePage :34 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (fa1ba8f56e48ea7f8d54f25292d3794a)] -> xpath: //button[@class = 'btn btn-default']]
2021-06-28 14:06:967 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 14:06:240 INFO  HomePage :34 - Clicking on Bank Manager Login Button[[ChromeDriver: chrome on WINDOWS (7e65cf0f4e459a5f70b30de2b076d0c5)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 14:06:75 INFO  HomePage :23 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (7e65cf0f4e459a5f70b30de2b076d0c5)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[1]/button[1]]
2021-06-28 14:06:347 INFO  HomePage :27 - Enter First Name[[ChromeDriver: chrome on WINDOWS (7e65cf0f4e459a5f70b30de2b076d0c5)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 14:06:479 INFO  HomePage :32 - Enter Last Name[[ChromeDriver: chrome on WINDOWS (7e65cf0f4e459a5f70b30de2b076d0c5)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 14:06:624 INFO  HomePage :37 - Enter post code[[ChromeDriver: chrome on WINDOWS (7e65cf0f4e459a5f70b30de2b076d0c5)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 14:06:678 INFO  HomePage :41 - Click On Add Customer button[[ChromeDriver: chrome on WINDOWS (7e65cf0f4e459a5f70b30de2b076d0c5)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/button[1]]
2021-06-28 14:06:960 INFO  HomePage :39 - Clicking on Bank Manager Login Button[[ChromeDriver: chrome on WINDOWS (7e65cf0f4e459a5f70b30de2b076d0c5)] -> xpath: //button[text()='Home']]
2021-06-28 14:06:92 INFO  HomePage :28 - Clicking on customer login button[[ChromeDriver: chrome on WINDOWS (7e65cf0f4e459a5f70b30de2b076d0c5)] -> xpath: //button[text()='Customer Login']]
2021-06-28 14:06:512 INFO  AddCustomerPage :34 - clicking on customer name[[ChromeDriver: chrome on WINDOWS (7e65cf0f4e459a5f70b30de2b076d0c5)] -> xpath: //option[text()='Jarul Mehta']][[ChromeDriver: chrome on WINDOWS (7e65cf0f4e459a5f70b30de2b076d0c5)] -> xpath: //select[@id = 'userSelect']]
2021-06-28 14:06:653 INFO  HomePage :34 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (7e65cf0f4e459a5f70b30de2b076d0c5)] -> xpath: //button[@class = 'btn btn-default']]
2021-06-28 14:06:329 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 14:06:403 INFO  HomePage :34 - Clicking on Bank Manager Login Button[[ChromeDriver: chrome on WINDOWS (4c8e5cb1c9bef39b6f5f61599926cc46)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 14:06:314 INFO  HomePage :23 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (4c8e5cb1c9bef39b6f5f61599926cc46)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[1]/button[1]]
2021-06-28 14:06:675 INFO  HomePage :27 - Enter First Name[[ChromeDriver: chrome on WINDOWS (4c8e5cb1c9bef39b6f5f61599926cc46)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 14:06:832 INFO  HomePage :32 - Enter Last Name[[ChromeDriver: chrome on WINDOWS (4c8e5cb1c9bef39b6f5f61599926cc46)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 14:06:00 INFO  HomePage :37 - Enter post code[[ChromeDriver: chrome on WINDOWS (4c8e5cb1c9bef39b6f5f61599926cc46)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 14:06:23 INFO  HomePage :41 - Click On Add Customer button[[ChromeDriver: chrome on WINDOWS (4c8e5cb1c9bef39b6f5f61599926cc46)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/button[1]]
2021-06-28 14:06:322 INFO  HomePage :39 - Clicking on Bank Manager Login Button[[ChromeDriver: chrome on WINDOWS (4c8e5cb1c9bef39b6f5f61599926cc46)] -> xpath: //button[text()='Home']]
2021-06-28 14:06:443 INFO  HomePage :28 - Clicking on customer login button[[ChromeDriver: chrome on WINDOWS (4c8e5cb1c9bef39b6f5f61599926cc46)] -> xpath: //button[text()='Customer Login']]
2021-06-28 14:06:873 INFO  AddCustomerPage :34 - clicking on customer name[[ChromeDriver: chrome on WINDOWS (4c8e5cb1c9bef39b6f5f61599926cc46)] -> xpath: //option[text()='Jarul Mehta']][[ChromeDriver: chrome on WINDOWS (4c8e5cb1c9bef39b6f5f61599926cc46)] -> xpath: //select[@id = 'userSelect']]
2021-06-28 14:06:30 INFO  HomePage :34 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (4c8e5cb1c9bef39b6f5f61599926cc46)] -> xpath: //button[@class = 'btn btn-default']]
2021-06-28 14:06:528 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 14:06:611 INFO  HomePage :34 - Clicking on Bank Manager Login Button[[ChromeDriver: chrome on WINDOWS (1929cce6e85cf8fd1905dfa8f357d8db)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 14:06:596 INFO  HomePage :23 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (1929cce6e85cf8fd1905dfa8f357d8db)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[1]/button[1]]
2021-06-28 14:06:929 INFO  HomePage :27 - Enter First Name[[ChromeDriver: chrome on WINDOWS (1929cce6e85cf8fd1905dfa8f357d8db)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 14:06:47 INFO  HomePage :32 - Enter Last Name[[ChromeDriver: chrome on WINDOWS (1929cce6e85cf8fd1905dfa8f357d8db)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 14:06:222 INFO  HomePage :37 - Enter post code[[ChromeDriver: chrome on WINDOWS (1929cce6e85cf8fd1905dfa8f357d8db)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 14:06:270 INFO  HomePage :41 - Click On Add Customer button[[ChromeDriver: chrome on WINDOWS (1929cce6e85cf8fd1905dfa8f357d8db)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/button[1]]
2021-06-28 14:06:612 INFO  HomePage :39 - Clicking on Bank Manager Login Button[[ChromeDriver: chrome on WINDOWS (1929cce6e85cf8fd1905dfa8f357d8db)] -> xpath: //button[text()='Home']]
2021-06-28 14:06:769 INFO  HomePage :28 - Clicking on customer login button[[ChromeDriver: chrome on WINDOWS (1929cce6e85cf8fd1905dfa8f357d8db)] -> xpath: //button[text()='Customer Login']]
2021-06-28 14:06:113 INFO  AddCustomerPage :34 - clicking on customer name[[ChromeDriver: chrome on WINDOWS (1929cce6e85cf8fd1905dfa8f357d8db)] -> xpath: //option[text()='Jarul Mehta']][[ChromeDriver: chrome on WINDOWS (1929cce6e85cf8fd1905dfa8f357d8db)] -> xpath: //select[@id = 'userSelect']]
2021-06-28 14:06:282 INFO  HomePage :34 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (1929cce6e85cf8fd1905dfa8f357d8db)] -> xpath: //button[@class = 'btn btn-default']]
2021-06-28 14:06:328 INFO  HomePage :22 - verifying logout tab[[ChromeDriver: chrome on WINDOWS (1929cce6e85cf8fd1905dfa8f357d8db)] -> xpath: //button[text()='Logout']]
2021-06-28 14:06:508 INFO  HomePage :36 - click on logout button[[ChromeDriver: chrome on WINDOWS (1929cce6e85cf8fd1905dfa8f357d8db)] -> xpath: //button[text()='Logout']]
2021-06-28 14:06:554 INFO  HomePage :28 - verifying your name text[[ChromeDriver: chrome on WINDOWS (1929cce6e85cf8fd1905dfa8f357d8db)] -> xpath: //label[contains(text() , 'Your Name :')]]
2021-06-28 14:06:351 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 14:06:460 INFO  HomePage :34 - Clicking on Bank Manager Login Button[[ChromeDriver: chrome on WINDOWS (e54d76e76fdd0c6b685227cc32b988a7)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 14:06:948 INFO  HomePage :23 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (e54d76e76fdd0c6b685227cc32b988a7)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[1]/button[1]]
2021-06-28 14:06:267 INFO  HomePage :27 - Enter First Name[[ChromeDriver: chrome on WINDOWS (e54d76e76fdd0c6b685227cc32b988a7)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 14:06:350 INFO  HomePage :32 - Enter Last Name[[ChromeDriver: chrome on WINDOWS (e54d76e76fdd0c6b685227cc32b988a7)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 14:06:457 INFO  HomePage :37 - Enter post code[[ChromeDriver: chrome on WINDOWS (e54d76e76fdd0c6b685227cc32b988a7)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 14:06:484 INFO  HomePage :41 - Click On Add Customer button[[ChromeDriver: chrome on WINDOWS (e54d76e76fdd0c6b685227cc32b988a7)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/button[1]]
2021-06-28 14:06:695 INFO  HomePage :39 - Clicking on Bank Manager Login Button[[ChromeDriver: chrome on WINDOWS (e54d76e76fdd0c6b685227cc32b988a7)] -> xpath: //button[text()='Home']]
2021-06-28 14:06:806 INFO  HomePage :28 - Clicking on customer login button[[ChromeDriver: chrome on WINDOWS (e54d76e76fdd0c6b685227cc32b988a7)] -> xpath: //button[text()='Customer Login']]
2021-06-28 14:06:223 INFO  AddCustomerPage :34 - clicking on customer name[[ChromeDriver: chrome on WINDOWS (e54d76e76fdd0c6b685227cc32b988a7)] -> xpath: //option[text()='Jarul Mehta']][[ChromeDriver: chrome on WINDOWS (e54d76e76fdd0c6b685227cc32b988a7)] -> xpath: //select[@id = 'userSelect']]
2021-06-28 14:06:355 INFO  HomePage :34 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (e54d76e76fdd0c6b685227cc32b988a7)] -> xpath: //button[@class = 'btn btn-default']]
2021-06-28 14:06:522 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 14:06:963 INFO  HomePage :34 - Clicking on Bank Manager Login ButtonProxy element for: DefaultElementLocator 'By.xpath: //button[text()='Bank Manager Login']'
2021-06-28 14:06:92 INFO  HomePage :23 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (ee866ec59512908dd3bc546dbf140319)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[1]/button[1]]
2021-06-28 14:06:616 INFO  HomePage :27 - Enter First Name[[ChromeDriver: chrome on WINDOWS (ee866ec59512908dd3bc546dbf140319)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 14:06:762 INFO  HomePage :32 - Enter Last Name[[ChromeDriver: chrome on WINDOWS (ee866ec59512908dd3bc546dbf140319)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 14:06:914 INFO  HomePage :37 - Enter post code[[ChromeDriver: chrome on WINDOWS (ee866ec59512908dd3bc546dbf140319)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 14:06:962 INFO  HomePage :41 - Click On Add Customer button[[ChromeDriver: chrome on WINDOWS (ee866ec59512908dd3bc546dbf140319)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/button[1]]
2021-06-28 14:06:247 INFO  HomePage :39 - Clicking on Bank Manager Login Button[[ChromeDriver: chrome on WINDOWS (ee866ec59512908dd3bc546dbf140319)] -> xpath: //button[text()='Home']]
2021-06-28 14:06:398 INFO  HomePage :28 - Clicking on customer login button[[ChromeDriver: chrome on WINDOWS (ee866ec59512908dd3bc546dbf140319)] -> xpath: //button[text()='Customer Login']]
2021-06-28 14:06:867 INFO  AddCustomerPage :34 - clicking on customer name[[ChromeDriver: chrome on WINDOWS (ee866ec59512908dd3bc546dbf140319)] -> xpath: //option[text()='Jarul Mehta']][[ChromeDriver: chrome on WINDOWS (ee866ec59512908dd3bc546dbf140319)] -> xpath: //select[@id = 'userSelect']]
2021-06-28 14:06:32 INFO  HomePage :34 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (ee866ec59512908dd3bc546dbf140319)] -> xpath: //button[@class = 'btn btn-default']]
2021-06-28 14:06:84 INFO  HomePage :22 - verifying logout tab[[ChromeDriver: chrome on WINDOWS (ee866ec59512908dd3bc546dbf140319)] -> xpath: //button[text()='Logout']]
2021-06-28 14:06:246 INFO  HomePage :36 - click on logout button[[ChromeDriver: chrome on WINDOWS (ee866ec59512908dd3bc546dbf140319)] -> xpath: //button[text()='Logout']]
2021-06-28 14:06:278 INFO  HomePage :28 - verifying your name text[[ChromeDriver: chrome on WINDOWS (ee866ec59512908dd3bc546dbf140319)] -> xpath: //label[contains(text() , 'Your Name :')]]
2021-06-28 14:06:75 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 14:06:310 INFO  HomePage :34 - Clicking on Bank Manager Login Button[[ChromeDriver: chrome on WINDOWS (bcfc28a7b715ccfc8b094fb861244bdc)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 14:06:118 INFO  HomePage :23 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (bcfc28a7b715ccfc8b094fb861244bdc)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[1]/button[1]]
2021-06-28 14:06:423 INFO  HomePage :27 - Enter First Name[[ChromeDriver: chrome on WINDOWS (bcfc28a7b715ccfc8b094fb861244bdc)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 14:06:592 INFO  HomePage :32 - Enter Last Name[[ChromeDriver: chrome on WINDOWS (bcfc28a7b715ccfc8b094fb861244bdc)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 14:06:735 INFO  HomePage :37 - Enter post code[[ChromeDriver: chrome on WINDOWS (bcfc28a7b715ccfc8b094fb861244bdc)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 14:06:752 INFO  HomePage :41 - Click On Add Customer button[[ChromeDriver: chrome on WINDOWS (bcfc28a7b715ccfc8b094fb861244bdc)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/button[1]]
2021-06-28 14:06:30 INFO  HomePage :39 - Clicking on Bank Manager Login Button[[ChromeDriver: chrome on WINDOWS (bcfc28a7b715ccfc8b094fb861244bdc)] -> xpath: //button[text()='Home']]
2021-06-28 14:06:153 INFO  HomePage :28 - Clicking on customer login button[[ChromeDriver: chrome on WINDOWS (bcfc28a7b715ccfc8b094fb861244bdc)] -> xpath: //button[text()='Customer Login']]
2021-06-28 14:06:526 INFO  AddCustomerPage :34 - clicking on customer name[[ChromeDriver: chrome on WINDOWS (bcfc28a7b715ccfc8b094fb861244bdc)] -> xpath: //option[text()='Jarul Mehta']][[ChromeDriver: chrome on WINDOWS (bcfc28a7b715ccfc8b094fb861244bdc)] -> xpath: //select[@id = 'userSelect']]
2021-06-28 14:06:621 INFO  HomePage :34 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (bcfc28a7b715ccfc8b094fb861244bdc)] -> xpath: //button[@class = 'btn btn-default']]
2021-06-28 14:06:403 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 14:06:560 INFO  HomePage :34 - Clicking on Bank Manager Login Button[[ChromeDriver: chrome on WINDOWS (f5c625cb26c1d4d53b4409e3ae9564cc)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 14:06:528 INFO  HomePage :23 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (f5c625cb26c1d4d53b4409e3ae9564cc)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[1]/button[1]]
2021-06-28 14:06:796 INFO  HomePage :27 - Enter First Name[[ChromeDriver: chrome on WINDOWS (f5c625cb26c1d4d53b4409e3ae9564cc)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 14:06:934 INFO  HomePage :32 - Enter Last Name[[ChromeDriver: chrome on WINDOWS (f5c625cb26c1d4d53b4409e3ae9564cc)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 14:06:91 INFO  HomePage :37 - Enter post code[[ChromeDriver: chrome on WINDOWS (f5c625cb26c1d4d53b4409e3ae9564cc)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 14:06:134 INFO  HomePage :41 - Click On Add Customer button[[ChromeDriver: chrome on WINDOWS (f5c625cb26c1d4d53b4409e3ae9564cc)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/button[1]]
2021-06-28 14:06:437 INFO  HomePage :39 - Clicking on Bank Manager Login Button[[ChromeDriver: chrome on WINDOWS (f5c625cb26c1d4d53b4409e3ae9564cc)] -> xpath: //button[text()='Home']]
2021-06-28 14:06:578 INFO  HomePage :28 - Clicking on customer login button[[ChromeDriver: chrome on WINDOWS (f5c625cb26c1d4d53b4409e3ae9564cc)] -> xpath: //button[text()='Customer Login']]
2021-06-28 14:06:19 INFO  AddCustomerPage :34 - clicking on customer name[[ChromeDriver: chrome on WINDOWS (f5c625cb26c1d4d53b4409e3ae9564cc)] -> xpath: //option[text()='Jarul Mehta']][[ChromeDriver: chrome on WINDOWS (f5c625cb26c1d4d53b4409e3ae9564cc)] -> xpath: //select[@id = 'userSelect']]
2021-06-28 14:06:173 INFO  HomePage :34 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (f5c625cb26c1d4d53b4409e3ae9564cc)] -> xpath: //button[@class = 'btn btn-default']]
2021-06-28 14:06:211 INFO  HomePage :22 - verifying logout tab[[ChromeDriver: chrome on WINDOWS (f5c625cb26c1d4d53b4409e3ae9564cc)] -> xpath: //button[text()='Logout']]
2021-06-28 14:06:394 INFO  HomePage :36 - click on logout button[[ChromeDriver: chrome on WINDOWS (f5c625cb26c1d4d53b4409e3ae9564cc)] -> xpath: //button[text()='Logout']]
2021-06-28 14:06:432 INFO  HomePage :28 - verifying your name text[[ChromeDriver: chrome on WINDOWS (f5c625cb26c1d4d53b4409e3ae9564cc)] -> xpath: //label[contains(text() , 'Your Name :')]]
2021-06-28 14:06:221 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 14:06:290 INFO  HomePage :34 - Clicking on Bank Manager Login Button[[ChromeDriver: chrome on WINDOWS (df08c1dbbb4f9d88e6e286844bcf6255)] -> xpath: //button[text()='Bank Manager Login']]
2021-06-28 14:06:598 INFO  HomePage :23 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (df08c1dbbb4f9d88e6e286844bcf6255)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[1]/button[1]]
2021-06-28 14:06:902 INFO  HomePage :27 - Enter First Name[[ChromeDriver: chrome on WINDOWS (df08c1dbbb4f9d88e6e286844bcf6255)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 14:06:21 INFO  HomePage :32 - Enter Last Name[[ChromeDriver: chrome on WINDOWS (df08c1dbbb4f9d88e6e286844bcf6255)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 14:06:150 INFO  HomePage :37 - Enter post code[[ChromeDriver: chrome on WINDOWS (df08c1dbbb4f9d88e6e286844bcf6255)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
2021-06-28 14:06:176 INFO  HomePage :41 - Click On Add Customer button[[ChromeDriver: chrome on WINDOWS (df08c1dbbb4f9d88e6e286844bcf6255)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/button[1]]
2021-06-28 14:06:395 INFO  HomePage :39 - Clicking on Bank Manager Login Button[[ChromeDriver: chrome on WINDOWS (df08c1dbbb4f9d88e6e286844bcf6255)] -> xpath: //button[text()='Home']]
2021-06-28 14:06:532 INFO  HomePage :28 - Clicking on customer login button[[ChromeDriver: chrome on WINDOWS (df08c1dbbb4f9d88e6e286844bcf6255)] -> xpath: //button[text()='Customer Login']]
2021-06-28 14:06:932 INFO  AddCustomerPage :34 - clicking on customer name[[ChromeDriver: chrome on WINDOWS (df08c1dbbb4f9d88e6e286844bcf6255)] -> xpath: //option[text()='Jarul Mehta']][[ChromeDriver: chrome on WINDOWS (df08c1dbbb4f9d88e6e286844bcf6255)] -> xpath: //select[@id = 'userSelect']]
2021-06-28 14:06:65 INFO  HomePage :34 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (df08c1dbbb4f9d88e6e286844bcf6255)] -> xpath: //button[@class = 'btn btn-default']]
2021-06-28 15:06:899 INFO  BasePage :33 - Launching Chrome Browser 
2021-06-28 15:06:613 INFO  HomePage :34 - Clicking on Bank Manager Login ButtonProxy element for: DefaultElementLocator 'By.xpath: //button[text()='Bank Manager Login']'
2021-06-28 15:06:738 INFO  HomePage :23 - Clicking on add to Customer Tab[[ChromeDriver: chrome on WINDOWS (6e71582a23b9da22bfeff025ca006076)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[1]/button[1]]
2021-06-28 15:06:382 INFO  HomePage :27 - Enter First Name[[ChromeDriver: chrome on WINDOWS (6e71582a23b9da22bfeff025ca006076)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[1]/input[1]]
2021-06-28 15:06:546 INFO  HomePage :32 - Enter Last Name[[ChromeDriver: chrome on WINDOWS (6e71582a23b9da22bfeff025ca006076)] -> xpath: //input[@placeholder='Last Name']]
2021-06-28 15:06:726 INFO  HomePage :37 - Enter post code[[ChromeDriver: chrome on WINDOWS (6e71582a23b9da22bfeff025ca006076)] -> xpath: //body[1]/div[3]/div[1]/div[2]/div[1]/div[2]/div[1]/div[1]/form[1]/div[3]/input[1]]
